Wahlkreis I;SP;0.2708
Wahlkreis II;SP;0.2861
Wahlkreis III;SP;0.3292
Wahlkreis IV;SP;0.2923
Wahlkreis V;FDP;0.2396
Wahlkreis VI;SVP;0.2971
Wahlkreis VII;SVP;0.3797
Wahlkreis VIII;SVP;0.3116
Wahlkreis IX;SVP;0.2903
Wahlkreis X;SVP;0.3136
Wahlkreis XI;SVP;0.3337
Wahlkreis XII;SVP;0.3255
Wahlkreis XIII;SVP;0.3555
Wahlkreis XIV;SVP;0.2412
Wahlkreis XV;SVP;0.3888
Wahlkreis XVI;SVP;0.4228
Wahlkreis XVII;SVP;0.3641
Wahlkreis XVIII;SVP;0.4305
