RegioNaam;@invalid;@blank;KVP;PvdA;VVD;CHU;ARP;Boeren Partij;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Christelijk Democratische Unie;Partij voor Volkswil en Referendum;Samenwerkende Christelijke Groepering;FNP;Lijst van Rappard;Vrije  Burgers;Lijst Germeaux;Partij voor Volksbelang en Volksstemming;@abs
Zierikzee-G0732;70;0;469;1317;669;569.0;806.0;86;124;0;204;22.0;0;0;0;0;0.0;0;0;0;0;271.0
Zijpe-G0476;70;0;1168;1212;631;63.0;89.0;325;154;55;6;8.0;0;5;0;0;0.0;0;0;0;0;216.0
Zoelen-G0300;52;0;59;1019;263;330.0;78.0;270;44;11;108;2.0;0;0;0;0;0.0;0;0;0;0;95.0
Zoetermeer-G0637;100;0;1636;944;611;758.0;695.0;276;146;28;635;31.0;0;0;0;0;0.0;4;0;0;0;257.0
Zoeterwoude-G0638;72;0;2173;220;146;324.0;144.0;176;64;10;40;2.0;0;0;0;0;0.0;12;0;0;0;118.0
Zoutelande-G1237;13;0;6;42;35;291.0;93.0;32;4;2;93;16.0;0;0;0;0;0.0;0;0;0;0;28.0
Zuid- en Noord-Schermer-G0474;11;0;90;210;60;28.0;29.0;83;17;10;14;1.0;0;0;0;0;0.0;0;0;0;0;9.0
Zuid-Beijerland-G0639;28;0;10;372;164;291.0;250.0;52;46;11;240;6.0;0;0;0;0;0.0;3;0;0;0;86.0
Zuiddorpe-G0734;23;0;339;48;10;15.0;1.0;31;9;1;2;0.0;0;0;0;0;0.0;0;0;0;0;32.0
Zuidhorn-G0056;38;0;61;647;406;221.0;592.0;71;58;17;0;396.0;0;0;0;0;0.0;0;0;0;0;121.0
Zuidland-G0640;24;0;12;192;145;190.0;784.0;34;11;6;37;2.0;0;0;0;0;0.0;0;0;0;0;72.0
Zuidlaren-G0136;98;0;105;1454;987;362.0;965.0;299;137;49;0;191.0;0;0;0;0;0.0;0;0;0;0;785.0
Zuidwolde-G0137;82;0;51;1012;652;747.0;779.0;609;59;14;0;95.0;0;0;0;0;0.0;0;0;0;0;165.0
Zuidzande-G0735;23;0;32;190;136;47.0;22.0;50;4;1;5;2.0;0;0;0;0;0.0;0;0;0;0;26.0
Zundert-G0879;365;0;4576;261;143;0.0;0.0;766;23;30;19;0.0;107;38;0;0;0.0;0;0;0;0;283.0
Zutphen-G0301;380;0;2184;6239;1874;1695.0;1120.0;906;830;583;54;53.0;0;0;0;0;0.0;0;0;0;0;694.0
Zwaag-G0475;18;0;918;237;148;20.0;9.0;49;28;7;1;0.0;0;6;4;0;0.0;0;0;0;0;60.0
Zwartewaal-G0641;7;0;16;170;77;25.0;110.0;10;15;7;2;0.0;0;0;0;0;0.0;0;0;0;0;16.0
Zwartsluis-G0192;28;0;18;326;92;490.0;757.0;130;29;20;70;55.0;0;0;0;0;0.0;0;0;0;0;150.0
Zweeloo-G0138;16;0;15;572;442;68.0;299.0;120;6;4;0;9.0;0;0;0;0;0.0;0;0;0;0;32.0
Zwijndrecht-G0642;366;0;1229;3806;1637;2752.0;2686.0;657;732;140;768;347.0;0;0;0;0;0.0;36;0;0;0;1068.0
Zwolle-G0193;765;0;5820;11063;3709;4103.0;3550.0;1583;1820;566;478;757.0;0;0;0;0;0.0;0;0;0;0;1936.0
Zwollerkerspel-G1245;87;0;1100;1357;637;2008.0;1021.0;420;173;25;307;439.0;0;0;0;0;0.0;0;0;0;0;344.0
