RegioNaam;@invalid;@blank;KVP;PvdA;VVD;CHU;ARP;Boeren Partij;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Christelijk Democratische Unie;Partij voor Volkswil en Referendum;Samenwerkende Christelijke Groepering;FNP;Lijst van Rappard;Vrije  Burgers;Lijst Germeaux;Partij voor Volksbelang en Volksstemming;@abs
Sint-Michielsgestel-G0845;130;0;3270;359;248;0.0;0.0;568;92;29;0;0.0;88;27;0;0;0.0;0;0;0;0;218.0
Sint-Oedenrode-G0846;125;0;5181;358;217;0.0;0.0;397;61;31;16;0.0;71;37;7;0;0.0;0;0;0;0;206.0
Sittard-G0968;871;0;11467;2250;718;0.0;0.0;921;300;232;0;0.0;0;0;0;458;0.0;0;0;0;0;403.0
Sleen-G0130;165;0;42;1745;773;394.0;491.0;296;74;184;0;17.0;0;0;0;0;0.0;0;0;0;0;177.0
Slenaken-G0969;10;0;181;43;5;0.0;0.0;83;3;3;0;0.0;0;0;0;4;0.0;0;0;2;0;24.0
Sliedrecht-G0610;261;0;125;3904;812;1179.0;1121.0;275;526;126;1753;66.0;0;0;0;0;0.0;30;0;0;0;743.0
Slochteren-G0040;427;0;102;2980;1072;781.0;1101.0;593;421;119;0;559.0;0;0;0;0;0.0;0;0;0;0;486.0
Sloten (F)-G0089;5;0;49;87;12;153.0;80.0;16;5;3;8;0.0;0;0;0;0;15.0;0;0;0;0;12.0
Sluis-G0713;63;0;676;333;141;139.0;26.0;127;20;5;5;4.0;0;0;0;0;0.0;0;0;0;0;70.0
Smallingerland-G0090;348;0;542;6156;1084;1661.0;5068.0;518;870;585;102;630.0;0;0;0;0;307.0;0;0;0;0;713.0
Smilde-G0131;76;0;31;1231;280;980.0;1066.0;260;69;31;0;82.0;0;0;0;0;0.0;0;0;0;0;121.0
Sneek-G0091;367;0;1631;3941;1037;2321.0;2437.0;432;521;351;62;67.0;0;0;0;0;376.0;0;0;0;0;719.0
Snelrewaard-G0341;5;0;217;12;11;41.0;39.0;34;2;0;24;3.0;0;0;0;0;0.0;0;0;0;0;13.0
Soest-G0342;604;0;4789;2866;2764;1841.0;1960.0;1550;641;136;277;92.0;0;208;99;0;0.0;0;0;0;0;1087.0
Someren-G0847;147;0;5145;232;111;0.0;0.0;447;26;21;0;0.0;90;21;0;0;0.0;0;0;0;0;247.0
Son en Breugel-G0848;78;0;2786;318;657;0.0;0.0;212;54;10;10;0.0;139;22;11;0;0.0;0;0;0;0;156.0
Spaubeek-G0970;68;0;1048;65;41;0.0;0.0;95;8;7;0;0.0;0;0;0;8;0.0;0;0;0;0;36.0
Spijkenisse-G0612;229;0;894;2887;920;827.0;1017.0;209;779;147;205;35.0;0;0;0;0;0.0;23;0;0;0;517.0
Sprang-Capelle-G0849;99;0;176;458;154;0.0;0.0;474;19;11;298;0.0;2008;47;0;0;0.0;0;0;0;0;197.0
Stad Delden-G0179;31;0;1537;440;375;180.0;114.0;121;53;15;6;4.0;0;0;0;0;0.0;0;0;0;0;165.0
Standdaarbuiten-G0850;31;0;1051;31;24;0.0;0.0;54;4;2;3;0.0;43;4;0;0;0.0;0;0;0;0;51.0
Staphorst-G0180;60;0;18;619;429;628.0;965.0;604;31;12;1615;354.0;0;0;0;0;0.0;0;0;0;0;269.0
Stavenisse-G0714;29;0;3;179;60;93.0;45.0;61;5;0;354;0.0;0;0;0;0;0.0;0;0;0;0;165.0
Stavoren-G0092;7;0;4;103;25;219.0;133.0;13;4;3;2;1.0;0;0;0;0;11.0;0;0;0;0;56.0
Stedum-G0041;18;0;3;251;96;270.0;447.0;47;11;16;0;49.0;0;0;0;0;0.0;0;0;0;0;48.0
Steenbergen-G0851;333;0;4751;494;283;0.0;0.0;624;83;59;30;0.0;233;57;0;0;0.0;0;0;0;0;285.0
Steenderen-G0280;19;0;1091;339;126;423.0;233.0;160;9;3;16;1.0;0;0;0;0;0.0;0;0;0;0;79.0
Steenwijk-G0181;162;0;434;2477;667;1298.0;773.0;273;174;127;51;95.0;0;0;0;0;0.0;0;0;0;0;279.0
Steenwijkerwold-G0182;94;0;709;1377;314;1103.0;270.0;345;80;44;23;90.0;0;0;0;0;0.0;0;0;0;0;212.0
Stein-G0971;313;0;3770;519;98;0.0;0.0;332;63;71;0;0.0;0;0;0;125;0.0;0;0;0;0;242.0
Stevensweert-G0972;86;0;583;40;14;0.0;0.0;115;8;7;0;0.0;0;0;0;7;0.0;0;0;0;0;34.0
Stiphout-G1196;51;0;1140;108;97;0.0;0.0;88;13;7;0;0.0;26;7;0;0;0.0;0;0;0;0;46.0
Stolwijk-G0615;47;0;23;602;398;85.0;241.0;199;67;9;345;4.0;0;0;0;0;0.0;5;0;0;0;73.0
Stoutenburg-G0343;16;0;856;67;19;149.0;46.0;49;5;4;57;4.0;0;6;0;0;0.0;0;0;0;0;61.0
Stramproy-G0973;45;0;1512;48;50;0.0;0.0;114;7;8;0;0.0;0;0;0;15;0.0;0;0;0;0;66.0
Streefkerk-G0616;28;0;4;209;98;179.0;233.0;49;20;3;218;5.0;0;0;0;0;0.0;2;0;0;0;80.0
Strijen-G0617;77;0;33;1126;455;598.0;356.0;141;155;34;287;7.0;0;0;0;0;0.0;3;0;0;0;163.0
Susteren-G0974;188;0;2516;211;45;0.0;0.0;240;32;51;0;0.0;0;0;0;35;0.0;0;0;0;0;314.0
Swalmen-G0975;317;0;2940;236;83;0.0;0.0;388;46;32;0;0.0;0;0;0;45;0.0;0;0;0;0;207.0
't Zandt-G0054;25;0;8;619;201;222.0;467.0;70;32;8;0;21.0;0;0;0;0;0.0;0;0;0;0;69.0
Tegelen-G0976;423;0;7404;596;299;0.0;0.0;465;81;71;0;0.0;0;0;0;61;0.0;0;0;0;0;351.0
Ten Boer-G0009;77;0;16;837;308;233.0;985.0;159;99;50;0;271.0;0;0;0;0;0.0;0;0;0;0;125.0
Ter Aar-G0480;44;0;1672;89;101;415.0;276.0;236;35;5;81;13.0;0;0;0;0;0.0;6;0;0;0;72.0
Terheijden-G0853;110;0;2339;191;119;0.0;0.0;307;35;30;8;0.0;78;22;0;0;0.0;0;0;0;0;141.0
Termunten-G0042;95;0;21;903;249;187.0;631.0;80;132;248;0;18.0;0;0;0;0;0.0;0;0;0;0;523.0
Terneuzen-G0715;297;0;2316;3166;835;1832.0;777.0;373;198;54;685;167.0;0;0;0;0;0.0;0;0;0;0;832.0
Terschelling-G0093;52;0;40;831;438;457.0;225.0;179;55;12;4;1.0;0;0;0;0;31.0;0;0;0;0;313.0
Teteringen-G0854;25;0;1142;82;83;0.0;0.0;96;16;5;1;0.0;38;9;0;0;0.0;0;0;0;0;92.0
Texel-G0448;96;0;1350;1759;812;668.0;574.0;465;217;50;23;10.0;0;15;0;0;0.0;0;0;0;0;402.0
Tholen-G0716;31;0;151;329;194;461.0;267.0;67;35;0;558;0.0;0;0;0;0;0.0;0;0;0;0;169.0
Thorn-G0977;53;0;1066;47;16;0.0;0.0;83;3;9;0;0.0;0;0;0;5;0.0;0;0;0;0;40.0
Tiel-G0281;290;0;2945;4736;1162;918.0;389.0;637;319;97;64;69.0;0;0;0;0;0.0;0;0;0;0;559.0
Tienhoven (ZH)-G0618;1;0;5;40;7;51.0;109.0;14;10;0;29;1.0;0;0;0;0;0.0;4;0;0;0;6.0
Tietjerksteradeel-G0094;637;0;161;2994;744;2429.0;3787.0;539;401;79;101;129.0;0;0;0;0;369.0;0;0;0;0;788.0
Tilburg-G0855;5413;0;48933;11756;4354;0.0;0.0;6458;1527;905;153;0.0;1842;1326;434;0;0.0;0;0;0;0;1675.0
Tubbergen-G0183;76;0;6514;272;101;350.0;19.0;918;25;6;30;6.0;0;0;0;0;0.0;0;0;0;0;198.0
Twisk-G0449;4;0;7;217;125;14.0;21.0;54;15;7;4;5.0;0;1;0;0;0.0;0;0;0;0;11.0
Ubach over Worms-G0978;404;0;3196;892;129;0.0;0.0;484;206;241;0;0.0;0;0;0;184;0.0;0;0;0;0;234.0
Ubbergen-G0282;139;0;3465;266;267;130.0;42.0;357;41;0;9;13.0;0;0;0;0;0.0;0;0;0;0;235.0
Uden-G0856;239;0;7280;724;489;0.0;0.0;599;87;37;0;0.0;314;103;0;0;0.0;0;0;0;0;290.0
Udenhout-G0857;52;0;2637;140;57;0.0;0.0;120;10;6;8;0.0;11;16;3;0;0.0;0;0;0;0;289.0
Uitgeest-G0450;69;0;1663;575;313;75.0;59.0;258;137;202;0;6.0;0;5;0;0;0.0;0;0;0;0;110.0
Uithoorn-G0451;143;0;3001;1073;791;717.0;554.0;476;271;58;27;17.0;0;17;0;0;0.0;0;0;0;0;239.0
Uithuizen-G0043;50;0;389;818;348;407.0;650.0;72;52;107;0;122.0;0;0;0;0;0.0;0;0;0;0;109.0
Uithuizermeeden-G0044;50;0;17;634;253;791.0;812.0;68;23;14;0;382.0;0;0;0;0;0.0;0;0;0;0;145.0
Ulestraten-G0979;32;0;892;49;24;0.0;0.0;74;14;3;0;0.0;0;0;0;13;0.0;0;0;0;0;28.0
Ulrum-G0045;36;0;36;491;157;191.0;884.0;63;44;17;0;318.0;0;0;0;0;0.0;0;0;0;0;127.0
Urk-G0184;25;0;1;54;19;452.0;1692.0;34;14;5;627;181.0;0;0;0;0;0.0;0;0;0;0;205.0
Urmond-G0980;104;0;1785;150;30;0.0;0.0;101;29;13;0;0.0;0;0;0;52;0.0;0;0;0;0;70.0
Ursem-G0452;7;0;663;113;30;13.0;5.0;88;15;10;1;2.0;0;0;1;0;0.0;0;0;0;0;21.0
Usquert-G0046;32;0;25;661;160;64.0;56.0;38;28;6;0;14.0;0;0;0;0;0.0;0;0;0;0;44.0
Utingeradeel-G0095;52;0;23;1329;376;460.0;303.0;97;229;25;40;6.0;0;0;0;0;78.0;0;0;0;0;148.0
Utrecht-G0344;4651;0;39857;44692;16235;13224.0;12359.0;9352;9880;3014;1641;780.0;0;775;679;0;0.0;0;0;0;410;7886.0
Vaals-G0981;444;0;3695;416;151;0.0;0.0;299;92;207;0;0.0;0;0;0;71;0.0;0;0;25;0;302.0
Valburg-G0283;62;0;1700;656;188;816.0;358.0;517;30;22;324;18.0;0;0;0;0;0.0;0;0;0;0;275.0
Valkenburg (ZH)-G0619;13;0;97;123;122;383.0;221.0;62;32;4;64;44.0;0;0;0;0;0.0;6;0;0;0;40.0
Valkenburg-Houthem-G0982;290;0;5176;396;337;0.0;0.0;564;56;58;0;0.0;0;0;0;84;0.0;0;0;42;0;292.0
Valkenswaard-G0858;464;0;7356;1260;487;0.0;0.0;850;347;48;21;0.0;219;185;31;0;0.0;0;0;0;0;396.0
Varik-G0284;12;0;151;298;27;123.0;21.0;83;6;4;24;1.0;0;0;0;0;0.0;0;0;0;0;28.0
Veen-G0859;13;0;2;84;18;0.0;0.0;80;8;3;146;0.0;366;2;0;0;0.0;0;0;0;0;87.0
Veendam-G0047;414;0;601;5036;1220;1033.0;980.0;479;646;365;0;86.0;0;0;0;0;0.0;0;0;0;0;626.0
Veenendaal-G0345;317;0;594;2806;642;4218.0;2764.0;1045;245;64;1817;92.0;0;57;28;0;0.0;0;0;0;0;622.0
Veere-G0717;12;0;13;87;75;132.0;194.0;16;5;4;60;13.0;0;0;0;0;0.0;0;0;0;0;42.0
Veghel-G0860;195;0;6547;413;300;0.0;0.0;491;64;27;0;0.0;89;50;0;0;0.0;0;0;0;0;329.0
Veldhoven-G0861;326;0;8293;1074;565;0.0;0.0;650;200;51;26;0.0;624;50;34;0;0.0;0;0;0;0;311.0
Velsen-G0453;1135;0;7836;9758;4142;3275.0;3503.0;3317;3159;1527;201;195.0;0;235;0;0;0.0;0;0;0;0;2047.0
Venhuizen-G0454;44;0;1097;403;168;39.0;19.0;148;60;17;1;5.0;0;2;2;0;0.0;0;0;0;0;77.0
Venlo-G0983;1592;0;22013;2953;1947;0.0;0.0;2301;370;307;0;0.0;0;0;0;582;0.0;0;0;0;0;1334.0
Venray-G0984;267;0;9523;410;196;0.0;0.0;590;95;52;0;0.0;0;0;0;85;0.0;0;0;0;0;1962.0
Vessem, Wintelre en Knegsel-G0862;23;0;1430;62;102;0.0;0.0;72;16;2;5;0.0;24;17;2;0;0.0;0;0;0;0;50.0
Vianen-G0620;79;0;803;893;250;556.0;344.0;162;114;24;178;15.0;0;0;0;0;0.0;9;0;0;0;144.0
Vierlingsbeek-G0863;70;0;2760;87;35;0.0;0.0;203;15;14;0;0.0;20;5;0;0;0.0;0;0;0;0;144.0
Vierpolders-G0621;22;0;28;240;131;56.0;41.0;64;47;16;10;3.0;0;0;0;0;0.0;2;0;0;0;50.0
Vinkeveen en Waverveen-G0346;68;0;1565;165;325;439.0;292.0;311;52;18;126;15.0;0;6;14;0;0.0;0;0;0;0;173.0
Vlaardingen-G0622;1017;0;4740;13195;3637;6630.0;4624.0;1429;3342;851;1323;353.0;0;0;215;0;0.0;38;77;0;0;2461.0
Vlagtwedde-G0048;378;0;1537;2920;780;1559.0;949.0;986;297;383;0;80.0;0;0;0;0;0.0;0;0;0;0;627.0
Vledder-G0132;37;0;74;674;244;163.0;117.0;160;60;37;0;14.0;0;0;0;0;0.0;0;0;0;0;89.0
Vleuten-De Meern-G0347;105;0;2708;539;497;837.0;373.0;307;94;9;94;34.0;0;16;14;0;0.0;0;0;0;0;230.0
Vlieland-G0096;7;0;6;286;73;63.0;32.0;26;16;4;0;3.0;0;0;0;0;6.0;0;0;0;0;40.0
Vlijmen-G0864;276;0;4292;366;218;0.0;0.0;556;55;32;14;0.0;139;42;0;0;0.0;0;0;0;0;245.0
Vlissingen-G0718;663;0;2074;6358;1614;2123.0;1390.0;674;620;290;298;93.0;0;0;0;0;0.0;0;0;0;0;1187.0
Vlist-G0623;2;0;67;24;46;19.0;62.0;24;1;1;51;0.0;0;0;0;0;0.0;0;0;0;0;5.0
Vlodrop-G0985;52;0;776;51;16;0.0;0.0;55;4;9;0;0.0;0;0;0;5;0.0;0;0;0;0;29.0
Voerendaal-G0986;154;0;3185;266;116;0.0;0.0;198;43;35;0;0.0;0;0;0;28;0.0;0;0;0;0;72.0
Vogelwaarde-G0719;65;0;1457;96;38;68.0;12.0;136;13;3;4;1.0;0;0;0;0;0.0;0;0;0;0;115.0
Vollenhove-G0185;37;0;178;489;93;762.0;554.0;188;28;10;66;364.0;0;0;0;0;0.0;0;0;0;0;130.0
Voorburg-G0624;607;0;6922;4893;6561;2832.0;2770.0;1303;1191;153;199;176.0;0;0;0;0;0.0;142;0;0;0;1606.0
Voorhout-G0625;42;0;1894;129;242;222.0;87.0;154;37;3;5;5.0;0;0;0;0;0.0;5;0;0;0;112.0
Voorschoten-G0626;220;0;2594;1432;2016;1259.0;1157.0;561;378;40;133;47.0;0;0;0;0;0.0;46;0;0;0;447.0
Voorst-G0285;149;0;3305;2942;1477;1630.0;373.0;1225;245;128;166;28.0;0;0;0;0;0.0;0;0;0;0;724.0
Vorden-G0286;55;0;573;807;393;831.0;486.0;509;39;10;15;6.0;0;0;0;0;0.0;0;0;0;0;203.0
Vreeswijk-G0348;36;0;841;447;72;372.0;244.0;119;24;9;112;5.0;0;5;6;0;0.0;0;0;0;0;167.0
Vries-G0133;131;0;56;1490;1110;169.0;307.0;643;164;62;0;66.0;0;0;0;0;0.0;0;0;0;0;215.0
Vriezenveen-G0186;130;0;454;1416;172;3204.0;616.0;782;77;28;498;45.0;0;0;0;0;0.0;0;0;0;0;396.0
Vrouwenpolder-G1214;9;0;6;30;15;114.0;272.0;14;3;1;44;57.0;0;0;0;0;0.0;0;0;0;0;33.0
Vught-G0865;319;0;7437;971;1031;0.0;0.0;819;179;67;0;0.0;410;137;0;0;0.0;0;0;0;0;1376.0
Vuren-G0287;26;0;27;499;97;287.0;251.0;49;36;4;49;6.0;0;0;0;0;0.0;0;0;0;0;56.0
Waalre-G0866;149;0;3287;552;822;0.0;0.0;408;140;22;10;0.0;222;39;16;0;0.0;0;0;0;0;267.0
Waalwijk-G0867;346;0;7013;796;638;0.0;0.0;751;112;94;53;0.0;1060;426;0;0;0.0;0;0;0;0;419.0
Waarde-G0721;16;0;3;58;45;175.0;19.0;67;3;2;212;1.0;0;0;0;0;0.0;0;0;0;0;56.0
Waardenburg-G0288;16;0;12;299;59;233.0;63.0;82;16;6;293;2.0;0;0;0;0;0.0;0;0;0;0;58.0
Waddinxveen-G0627;165;0;1083;1775;844;1042.0;1198.0;341;192;47;956;52.0;0;0;0;0;0.0;13;0;0;0;275.0
Wageningen-G0289;334;0;2350;4096;1871;2227.0;1284.0;686;606;180;420;65.0;0;0;0;0;0.0;0;0;0;0;811.0
Wamel-G0290;155;0;3587;165;71;126.0;12.0;216;32;0;16;7.0;0;0;0;0;0.0;0;0;0;0;217.0
Wanneperveen-G0187;15;0;3;258;66;432.0;125.0;98;6;4;8;14.0;0;0;0;0;0.0;0;0;0;0;56.0
Wanroij-G0868;25;0;1779;31;6;0.0;0.0;77;1;2;0;0.0;3;2;0;0;0.0;0;0;0;0;47.0
Wanssum-G0987;9;0;719;11;7;0.0;0.0;31;1;1;0;0.0;0;0;0;5;0.0;0;0;0;0;13.0
Warder-G0455;7;0;28;121;54;9.0;3.0;96;22;5;3;1.0;0;0;0;0;0.0;0;0;0;0;16.0
Warffum-G0049;29;0;1;616;182;90.0;389.0;47;21;6;0;36.0;0;0;0;0;0.0;0;0;0;0;66.0
Warmenhuizen-G0456;12;0;984;123;98;15.0;89.0;126;28;20;1;0.0;0;2;0;0;0.0;0;0;0;0;52.0
Warmond-G0628;32;0;1349;240;204;240.0;87.0;140;75;11;14;3.0;0;0;0;0;0.0;10;0;0;0;110.0
Warnsveld-G0291;61;0;455;943;575;786.0;361.0;274;82;19;13;14.0;0;0;0;0;0.0;0;0;0;0;518.0
Waspik-G0869;69;0;1415;107;49;0.0;0.0;86;9;7;17;0.0;217;12;0;0;0.0;0;0;0;0;144.0
Wassenaar-G0629;652;0;4325;1574;3959;1761.0;945.0;767;324;66;119;28.0;0;0;0;0;0.0;92;0;0;0;1068.0
Wateringen-G0630;85;0;3489;240;247;461.0;226.0;451;81;14;19;5.0;0;0;15;0;0.0;7;9;0;0;154.0
Waterlandkerkje-G0722;5;0;102;47;35;26.0;8.0;33;2;0;16;0.0;0;0;0;0;0.0;0;0;0;0;6.0
Wedde-G1220;91;0;18;1043;307;229.0;129.0;149;120;290;0;18.0;0;0;0;0;0.0;0;0;0;0;120.0
Weerselo-G0188;42;0;3863;129;41;85.0;10.0;416;10;6;6;3.0;0;0;0;0;0.0;0;0;0;0;80.0
Weert-G0988;708;0;13299;810;546;0.0;0.0;827;172;115;0;0.0;0;0;0;274;0.0;0;0;0;0;682.0
Weesp-G0457;239;0;1289;1976;718;940.0;673.0;448;523;114;49;17.0;0;74;0;0;0.0;0;0;0;0;321.0
Weesperkarspel-G1221;83;0;753;581;258;572.0;280.0;339;159;54;41;13.0;0;35;0;0;0.0;0;0;0;0;128.0
Wehl-G0292;64;0;1813;75;36;80.0;16.0;525;10;5;2;0.0;0;0;0;0;0.0;0;0;0;0;101.0
Wemeldinge-G0723;30;0;32;344;146;454.0;198.0;106;14;1;99;5.0;0;0;0;0;0.0;0;0;0;0;172.0
Werkendam-G0870;181;0;87;1374;175;0.0;0.0;184;72;32;547;0.0;2838;65;0;0;0.0;0;0;0;0;657.0
Wervershoof-G0459;20;0;1985;73;34;3.0;9.0;126;7;4;2;2.0;0;0;8;0;0.0;0;0;0;0;74.0
Wessem-G0989;48;0;810;43;18;0.0;0.0;47;6;3;0;0.0;0;0;0;15;0.0;0;0;0;0;122.0
Westdongeradeel-G0097;59;0;9;726;223;1106.0;1362.0;107;65;45;35;48.0;0;0;0;0;98.0;0;0;0;0;132.0
Westdorpe-G0724;74;0;884;153;41;70.0;12.0;46;13;4;6;4.0;0;0;0;0;0.0;0;0;0;0;69.0
Westerbork-G0134;82;0;13;1559;735;304.0;610.0;306;37;11;0;30.0;0;0;0;0;0.0;0;0;0;0;113.0
Westerhoven-G0871;20;0;599;21;8;0.0;0.0;32;7;2;1;0.0;0;1;0;0;0.0;0;0;0;0;28.0
Westerschouwen-G0725;78;0;46;736;592;528.0;292.0;107;32;0;123;7.0;0;0;0;0;0.0;0;0;0;0;191.0
Westervoort-G0293;34;0;1213;206;41;117.0;89.0;114;31;6;9;2.0;0;0;0;0;0.0;0;0;0;0;80.0
Westkapelle-G0726;30;0;5;493;140;352.0;126.0;74;19;3;209;7.0;0;0;0;0;0.0;0;0;0;0;94.0
Westmaas-G0631;13;0;12;131;95;160.0;156.0;38;8;3;47;4.0;0;0;0;0;0.0;1;0;0;0;36.0
Weststellingwerf-G0098;369;0;1308;4850;1301;1554.0;833.0;1048;537;469;17;39.0;0;0;0;0;72.0;0;0;0;0;793.0
Westwoud-G0460;9;0;534;98;54;10.0;4.0;45;18;5;0;2.0;0;3;1;0;0.0;0;0;0;0;24.0
Westzaan-G0461;74;0;183;729;305;139.0;312.0;189;386;272;35;12.0;0;8;0;0;0.0;0;0;0;0;141.0
Wierden-G0189;69;0;2616;838;299;2232.0;1426.0;597;58;36;615;25.0;0;0;0;0;0.0;0;0;0;0;273.0
Wieringen-G0462;123;0;372;1456;585;312.0;265.0;376;412;249;10;11.0;0;15;0;0;0.0;0;0;0;0;348.0
Wieringermeer-G0463;61;0;1073;1008;491;664.0;990.0;215;124;48;15;39.0;0;16;0;0;0.0;0;0;0;0;180.0
Wieringerwaard-G0464;13;0;43;355;196;28.0;18.0;49;34;18;6;2.0;0;2;0;0;0.0;0;0;0;0;53.0
Wijchen-G0296;186;0;5506;329;176;67.0;31.0;740;63;0;21;11.0;0;0;0;0;0.0;0;0;0;0;226.0
Wijdenes-G0469;10;0;93;239;105;12.0;13.0;44;48;10;3;0.0;0;0;0;0;0.0;0;0;0;0;46.0
Wijdewormer-G0470;12;0;187;175;49;53.0;17.0;95;49;10;0;7.0;0;2;2;0;0.0;0;0;0;0;28.0
Wijhe-G0190;29;0;1015;901;236;765.0;237.0;231;38;3;41;20.0;0;0;0;0;0.0;0;0;0;0;110.0
Wijk bij Duurstede-G0352;58;0;1144;395;116;284.0;47.0;155;29;7;23;3.0;0;11;3;0;0.0;0;0;0;0;124.0
Wijk en Aalburg-G0876;28;0;5;275;57;0.0;0.0;181;10;2;413;0.0;753;7;0;0;0.0;0;0;0;0;212.0
Wijlre-G0991;46;0;1155;49;24;0.0;0.0;375;9;12;0;0.0;0;0;0;12;0.0;0;0;7;0;58.0
Wijnandsrade-G0992;23;0;491;39;6;0.0;0.0;59;4;1;0;0.0;0;0;0;3;0.0;0;0;0;0;10.0
Wijngaarden-G0634;2;0;0;11;8;11.0;88.0;41;0;0;102;1.0;0;0;0;0;0.0;0;0;0;0;15.0
Wildervank-G1225;287;0;175;2382;665;545.0;853.0;286;318;188;0;61.0;0;0;0;0;0.0;0;0;0;0;365.0
Willemstad-G0872;23;0;106;310;74;0.0;0.0;41;11;16;19;0.0;606;9;0;0;0.0;0;0;0;0;70.0
Willeskop-G0349;7;0;292;43;15;80.0;39.0;42;4;2;24;0.0;0;2;0;0;0.0;0;0;0;0;21.0
Wilnis-G0350;39;0;617;63;56;317.0;439.0;141;9;7;98;8.0;0;4;3;0;0.0;0;0;0;0;62.0
Winkel-G0465;15;0;88;633;184;27.0;44.0;91;180;50;2;4.0;0;2;0;0;0.0;0;0;0;0;87.0
Winschoten-G0052;393;0;408;4434;1351;949.0;1271.0;275;615;983;0;95.0;0;0;0;0;0.0;0;0;0;0;771.0
Winsum-G0053;35;0;26;604;270;141.0;862.0;42;63;4;0;60.0;0;0;0;0;0.0;0;0;0;0;51.0
Winterswijk-G0294;479;0;2212;5876;2572;1208.0;1181.0;1138;279;84;37;56.0;0;0;0;0;0.0;0;0;0;0;690.0
Wisch-G0295;314;0;2996;1702;937;1344.0;849.0;1024;75;21;20;22.0;0;0;0;0;0.0;0;0;0;0;411.0
Wissenkerke-G0727;25;0;15;287;118;634.0;561.0;83;11;2;174;8.0;0;0;0;0;0.0;0;0;0;0;127.0
Wittem-G0990;120;0;2745;137;40;0.0;0.0;226;18;20;0;0.0;0;0;0;17;0.0;0;0;19;0;138.0
Woensdrecht-G0873;180;0;2617;445;212;0.0;0.0;253;67;15;22;0.0;208;27;0;0;0.0;0;0;0;0;142.0
Woerden-G0632;157;0;2426;1301;775;1817.0;1101.0;483;136;39;405;21.0;0;0;0;0;0.0;17;0;0;0;360.0
Wognum-G0466;8;0;1060;115;74;6.0;8.0;84;20;8;0;1.0;0;2;2;0;0.0;0;0;0;0;56.0
Wolphaartsdijk-G0728;31;0;32;215;83;519.0;227.0;33;12;4;225;7.0;0;0;0;0;0.0;0;0;0;0;69.0
Wonseradeel-G0099;107;0;541;1406;423;1888.0;1633.0;249;176;75;22;33.0;0;0;0;0;188.0;0;0;0;0;273.0
Workum-G0100;29;0;498;305;79;761.0;415.0;46;40;7;5;4.0;0;0;0;0;62.0;0;0;0;0;87.0
Wormer-G0467;79;0;1355;1148;285;156.0;356.0;202;521;351;38;89.0;0;22;0;0;0.0;0;0;0;0;149.0
Wormerveer-G0468;214;0;1366;2264;815;299.0;768.0;315;1227;955;31;58.0;0;12;0;0;0.0;0;0;0;0;325.0
Woubrugge-G0633;31;0;661;138;92;372.0;221.0;98;49;4;71;4.0;0;0;0;0;0.0;0;0;0;0;54.0
Woudenberg-G0351;56;0;128;498;320;1071.0;227.0;250;54;6;329;8.0;0;20;2;0;0.0;0;0;0;0;151.0
Woudrichem-G0874;43;0;34;600;65;0.0;0.0;41;42;9;52;0.0;476;23;0;0;0.0;0;0;0;0;70.0
Wouw-G0875;198;0;2604;253;88;0.0;0.0;389;26;15;10;0.0;38;23;0;0;0.0;0;0;0;0;164.0
Wymbritseradeel-G0101;65;0;741;546;141;2410.0;1408.0;202;52;26;16;17.0;0;0;0;0;217.0;0;0;0;0;253.0
Yerseke-G0729;35;0;100;621;140;685.0;385.0;187;37;19;705;13.0;0;0;0;0;0.0;0;0;0;0;219.0
Zaamslag-G0731;47;0;43;305;105;582.0;472.0;62;17;3;141;193.0;0;0;0;0;0.0;0;0;0;0;98.0
Zaandam-G0471;806;0;4836;9715;2616;1762.0;3280.0;1491;4130;3349;234;212.0;0;87;0;0;0.0;0;0;0;0;1694.0
Zaandijk-G0472;70;0;310;967;387;133.0;269.0;166;448;292;8;27.0;0;8;0;0;0.0;0;0;0;0;125.0
Zaltbommel-G0297;100;0;649;1444;438;453.0;275.0;180;117;0;132;21.0;0;0;0;0;0.0;0;0;0;0;207.0
Zandvoort-G0473;247;0;1221;2211;2152;968.0;391.0;995;520;197;10;14.0;0;51;50;0;0.0;0;0;0;0;625.0
Zeeland-G0877;29;0;1908;70;22;0.0;0.0;108;6;4;0;0.0;7;4;0;0;0.0;0;0;0;0;60.0
Zegveld-G0354;6;0;123;19;8;227.0;193.0;55;3;3;80;2.0;0;0;3;0;0.0;0;0;0;0;32.0
Zeist-G0355;834;0;4357;6984;5175;5181.0;4024.0;2402;1092;164;1028;192.0;0;144;102;0;0.0;0;0;0;0;2436.0
Zelhem-G0298;176;0;536;1329;422;1187.0;692.0;873;35;15;110;17.0;0;0;0;0;0.0;0;0;0;0;219.0
Zevenaar-G0299;175;0;4951;504;312;342.0;144.0;590;72;33;8;20.0;0;0;0;0;0.0;0;0;0;0;396.0
Zevenbergen-G0878;217;0;3649;306;200;0.0;0.0;277;55;37;20;0.0;733;61;0;0;0.0;0;0;0;0;242.0
Zevenhoven-G0635;12;0;401;34;28;85.0;90.0;95;13;3;22;5.0;0;0;0;0;0.0;0;0;0;0;32.0
Zevenhuizen-G0636;35;0;54;745;265;540.0;172.0;146;39;17;216;2.0;0;0;0;0;0.0;0;0;0;0;120.0
