RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;SGP;Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis;@abs
Groenlo-G0240;22;23;1401.0;164.0;12.0;79.0;64.0;44.0;3.0;2.0;4.0;2.0;53.0;;;3.0;1.0;5.0;1.0;7.0;;4.0;;;1.0;2.0;;;;7.0;;;;;;;;;;;;;;1.0;;;6.0;;;;;;;;;;110.0
Groesbeek-G0241;54;70;2475.0;198.0;29.0;109.0;17.0;7.0;21.0;1.0;3.0;7.0;156.0;1.0;4.0;5.0;7.0;8.0;26.0;8.0;2.0;;;2.0;;;;1.0;;2.0;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;142.0
Groningen-G0014;656;1665;4120.0;15790.0;8768.0;4842.0;2538.0;6247.0;3131.0;68.0;1204.0;86.0;128.0;593.0;747.0;813.0;337.0;46.0;584.0;1575.0;169.0;241.0;;103.0;;908.0;;;;;;;;;18.0;;;;;;;;;;;;;;;;;;;;;;3970.0
Gronsveld-G0911;4;17;464.0;20.0;3.0;;1.0;3.0;;2.0;1.0;1.0;7.0;;;;;2.0;;4.0;;1.0;243.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;37.0
Groot-Ammers-G0520;3;14;3.0;24.0;310.0;13.0;72.0;34.0;1.0;184.0;;16.0;;4.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.0
Grootebroek-G0391;1;4;1418.0;142.0;8.0;1.0;34.0;72.0;1.0;6.0;3.0;4.0;40.0;;;;4.0;17.0;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0
Grootegast-G0015;37;39;6.0;392.0;1996.0;368.0;96.0;269.0;50.0;3.0;9.0;54.0;4.0;39.0;30.0;2.0;15.0;1.0;10.0;19.0;2.0;4.0;;21.0;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;205.0
Grubbenvorst-G0912;2;10;996.0;11.0;1.0;;;;1.0;1.0;;4.0;6.0;;;;;6.0;;;1.0;;10.0;;;;;;;;;4.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;36.0
Gulpen-G0913;6;71;849.0;91.0;10.0;7.0;5.0;8.0;2.0;3.0;3.0;2.0;5.0;1.0;;3.0;1.0;53.0;5.0;5.0;;1.0;217.0;1.0;;;;;;;;4.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;59.0
Haaften-G0242;25;40;6.0;369.0;236.0;139.0;13.0;11.0;;136.0;1.0;167.0;2.0;55.0;4.0;2.0;3.0;1.0;9.0;2.0;;;;3.0;;;;1.0;;1.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;133.0
Haaksbergen-G0158;37;39;2363.0;640.0;100.0;33.0;73.0;274.0;5.0;11.0;5.0;102.0;179.0;4.0;5.0;3.0;4.0;5.0;;10.0;2.0;4.0;;3.0;;2.0;;1.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;138.0
Haamstede-G1068;5;22;3.0;118.0;190.0;152.0;149.0;14.0;3.0;49.0;;16.0;2.0;7.0;1.0;1.0;3.0;1.0;4.0;5.0;2.0;;;1.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0
Haaren-G0788;0;5;937.0;3.0;2.0;;;;1.0;8.0;;;15.0;2.0;;1.0;;1.0;;;;;;1.0;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;60.0
Haarlem-G0392;1308;2558;15502.0;18278.0;5684.0;3922.0;3891.0;6382.0;3204.0;220.0;586.0;54.0;1174.0;562.0;256.0;677.0;617.0;130.0;;186.0;593.0;41.0;;118.0;;;;;125.0;40.0;65.0;;;;;;;;;32.0;;;22.0;;;;;;;;;;;;;;3570.0
Haarlemmerliede en Spaarnwoude-G0393;12;23;730.0;175.0;154.0;74.0;105.0;36.0;28.0;17.0;6.0;10.0;10.0;28.0;6.0;;3.0;;;8.0;5.0;;;4.0;;;;;3.0;1.0;;;;;;;7.0;;;1.0;;;2.0;;;;;;;;;;1.0;;;;71.0
Haarlemmermeer-G0394;148;252;2601.0;2061.0;2823.0;1940.0;447.0;269.0;423.0;326.0;81.0;180.0;92.0;339.0;76.0;24.0;41.0;23.0;;20.0;15.0;20.0;;2.0;;;;2.0;32.0;8.0;14.0;;;;;;27.0;;;18.0;;;6.0;;;;;;;;;;4.0;;;;649.0
Haarzuilens-G1069;2;1;178.0;1.0;6.0;22.0;1.0;2.0;;6.0;;1.0;;2.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0
Haastrecht-G0521;12;10;397.0;147.0;185.0;38.0;98.0;51.0;3.0;33.0;1.0;59.0;9.0;2.0;6.0;2.0;5.0;3.0;5.0;;1.0;;;;;1.0;;1.0;;;;;;;;2.0;;;;2.0;;;;;;;;;;;;;;;;;41.0
Haelen-G0914;0;24;481.0;9.0;;1.0;;;;1.0;;2.0;4.0;1.0;;2.0;;3.0;;;;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;23.0
Hagestein-G0522;4;7;151.0;21.0;32.0;45.0;9.0;;;76.0;1.0;18.0;;5.0;38.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0
Halsteren-G0789;105;106;1931.0;164.0;83.0;42.0;40.0;33.0;5.0;69.0;1.0;16.0;97.0;6.0;;15.0;4.0;9.0;2.0;6.0;2.0;7.0;;5.0;9.0;4.0;5.0;2.0;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;139.0
Haps-G0790;5;1;608.0;1.0;;2.0;;;;;;1.0;5.0;;;;;2.0;12.0;;;4.0;;;;;;;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;26.0
Harderwijk-G0243;42;110;166.0;270.0;905.0;1694.0;180.0;76.0;23.0;474.0;8.0;18.0;3.0;10.0;13.0;41.0;6.0;;20.0;6.0;4.0;4.0;;;2.0;4.0;;1.0;;8.0;;;;;;2.0;;;;;;;;3.0;;;6.0;;;;;;;;;;262.0
Hardinxveld-G1070;41;172;12.0;817.0;514.0;76.0;234.0;56.0;7.0;696.0;2.0;37.0;1.0;16.0;20.0;10.0;57.0;2.0;148.0;6.0;1.0;1.0;;;8.0;1.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;493.0
Haren-G0017;31;70;39.0;727.0;974.0;550.0;472.0;502.0;66.0;2.0;5.0;89.0;9.0;110.0;12.0;60.0;18.0;2.0;33.0;71.0;1.0;;;11.0;;23.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;225.0
Harenkarspel-G0395;9;6;835.0;215.0;76.0;6.0;8.0;227.0;21.0;;4.0;21.0;8.0;2.0;2.0;;4.0;;1.0;3.0;;;;1.0;;;;;;;;;;;;;3.0;;;;;;2.0;;;;;;;;;;;;;;61.0
Harlingen-G0072;51;69;637.0;1641.0;865.0;997.0;268.0;418.0;101.0;20.0;3.0;5.0;22.0;96.0;15.0;27.0;143.0;6.0;4.0;23.0;2.0;6.0;;4.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;370.0
Harmelen-G0318;6;9;486.0;27.0;185.0;207.0;27.0;12.0;3.0;90.0;1.0;19.0;2.0;4.0;1.0;3.0;;1.0;5.0;;;1.0;;1.0;1.0;;;2.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;49.0
Haskerland-G0073;49;84;405.0;961.0;621.0;966.0;143.0;404.0;57.0;6.0;12.0;43.0;22.0;191.0;88.0;6.0;12.0;4.0;2.0;22.0;1.0;2.0;;6.0;;7.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;319.0
Hasselt-G0161;5;9;50.0;119.0;550.0;106.0;36.0;66.0;1.0;35.0;7.0;7.0;8.0;13.0;21.0;3.0;3.0;;;2.0;3.0;1.0;;5.0;;;;1.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;149.0
Hattem-G0244;21;62;16.0;757.0;558.0;419.0;92.0;44.0;39.0;14.0;;8.0;2.0;13.0;100.0;24.0;5.0;;5.0;7.0;2.0;;;;6.0;3.0;;1.0;;1.0;;;;;;;;;;;;;;1.0;;;5.0;;;;;;;;;;127.0
Havelte-G0117;46;0;13.0;422.0;124.0;79.0;544.0;206.0;8.0;2.0;2.0;251.0;3.0;14.0;7.0;2.0;4.0;;6.0;17.0;1.0;;;5.0;2.0;14.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;117.0
Hazerswoude-G0524;29;18;759.0;60.0;580.0;410.0;21.0;9.0;3.0;106.0;;26.0;8.0;2.0;19.0;4.0;2.0;7.0;4.0;;;2.0;;;2.0;;;5.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;90.0
Hedel-G0245;10;16;358.0;35.0;152.0;81.0;4.0;5.0;2.0;169.0;1.0;3.0;2.0;3.0;10.0;2.0;7.0;2.0;1.0;7.0;1.0;;;1.0;;;;;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;56.0
Hedikhuizen-G1071;14;14;613.0;5.0;5.0;7.0;5.0;2.0;;2.0;;5.0;4.0;;5.0;;;3.0;1.0;6.0;;3.0;;;;;1.0;;;5.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;
Heel en Panheel-G0915;8;10;920.0;8.0;;;;;2.0;1.0;;1.0;3.0;;1.0;2.0;;9.0;;1.0;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0
Heemskerk-G0396;4;13;1359.0;140.0;28.0;72.0;9.0;36.0;20.0;2.0;1.0;136.0;5.0;;;;6.0;1.0;1.0;2.0;1.0;;;;;;;;;;;;;;;;39.0;;;;;;1.0;;;;;;;;;;;;;;48.0
Heemstede-G0397;81;167;2628.0;709.0;1051.0;718.0;1188.0;500.0;93.0;27.0;37.0;16.0;65.0;77.0;46.0;185.0;88.0;2.0;;44.0;52.0;4.0;;10.0;;;;;10.0;5.0;9.0;;;;;;1.0;;;4.0;;;3.0;;;;;;;;;;;;;;495.0
Heenvliet-G0525;1;17;3.0;156.0;56.0;29.0;77.0;28.0;111.0;12.0;1.0;76.0;;7.0;3.0;3.0;1.0;;28.0;3.0;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.0
Heer-G0916;22;150;864.0;295.0;3.0;3.0;;10.0;12.0;13.0;6.0;2.0;196.0;1.0;2.0;3.0;3.0;30.0;3.0;11.0;;5.0;149.0;2.0;;4.0;;;;;;3.0;;;;;;;;;;27.0;;;;;;;;;;;;;;;72.0
Heerde-G0246;66;101;26.0;942.0;940.0;1189.0;418.0;202.0;10.0;20.0;6.0;188.0;7.0;13.0;23.0;11.0;6.0;6.0;7.0;8.0;3.0;4.0;;;16.0;4.0;;3.0;;1.0;;;;;;3.0;;;;;;;;;;;2.0;;;;;;;;;;193.0
Heerewaarden-G0247;0;12;5.0;231.0;19.0;6.0;182.0;45.0;3.0;2.0;;16.0;2.0;17.0;1.0;2.0;3.0;;6.0;5.0;2.0;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0
Heerhugowaard-G0398;8;13;1331.0;269.0;155.0;32.0;22.0;284.0;18.0;6.0;7.0;35.0;7.0;3.0;2.0;;3.0;;3.0;12.0;;;;;;;;;;;;;;;;;4.0;;;;;;;;3.0;;;;;;;;;;;;83.0
Heerjansdam-G0526;11;9;3.0;90.0;158.0;157.0;43.0;10.0;2.0;59.0;;21.0;;1.0;6.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.0
Heerlen-G0917;358;562;9026.0;2598.0;384.0;517.0;130.0;165.0;506.0;47.0;65.0;27.0;561.0;111.0;11.0;112.0;85.0;1057.0;81.0;38.0;12.0;16.0;160.0;19.0;;10.0;;;;;;97.0;;;;;;;;;;20.0;;;;;;;;;;;;;;;677.0
Heesch-G0791;9;1;1200.0;27.0;2.0;9.0;5.0;3.0;;1.0;1.0;;2.0;;1.0;1.0;2.0;7.0;;1.0;;4.0;;1.0;;1.0;7.0;;;12.0;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;53.0
Heeswijk-G1072;1;0;628.0;;;1.0;;;;;;;1.0;;;;;3.0;;;;1.0;;;;;;;;1.0;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;31.0
Heeze-G0793;6;3;1302.0;15.0;12.0;57.0;3.0;5.0;2.0;1.0;;;4.0;;;;;1.0;;2.0;1.0;2.0;;2.0;;;;;;;;;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;41.0
Hei- en Boeicop-G0527;3;9;1.0;18.0;108.0;21.0;5.0;;1.0;116.0;2.0;8.0;;2.0;28.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0
Heiloo-G0399;22;42;1124.0;456.0;208.0;60.0;269.0;317.0;22.0;9.0;20.0;115.0;25.0;8.0;2.0;17.0;4.0;2.0;9.0;3.0;8.0;;;6.0;;1.0;;;;3.0;;;;;;;8.0;;;;;;10.0;;;;;;;;;;;;;;112.0
Heinenoord-G0528;0;30;7.0;135.0;269.0;168.0;89.0;21.0;3.0;151.0;1.0;38.0;1.0;1.0;4.0;8.0;;;1.0;2.0;3.0;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0
Heinkenszand-G0672;11;8;433.0;24.0;138.0;163.0;61.0;17.0;3.0;33.0;;3.0;3.0;8.0;2.0;;1.0;3.0;1.0;1.0;;;;1.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.0
Heino-G0162;8;9;669.0;109.0;90.0;355.0;17.0;62.0;2.0;6.0;;5.0;4.0;3.0;1.0;2.0;;2.0;;1.0;;;;;;1.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;42.0
Hekelingen-G1074;8;5;;185.0;78.0;16.0;48.0;18.0;15.0;18.0;;93.0;;;1.0;;1.0;;2.0;1.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.0
Hekendorp-G1075;5;5;87.0;7.0;72.0;39.0;22.0;5.0;1.0;35.0;;19.0;;3.0;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0
Helden-G0918;32;15;2533.0;12.0;21.0;3.0;2.0;8.0;;10.0;1.0;;2.0;2.0;;3.0;;21.0;1.0;6.0;;1.0;7.0;;;;;;;;;15.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;96.0
Hellendoorn-G0163;37;83;1337.0;570.0;1393.0;1837.0;157.0;75.0;47.0;158.0;35.0;51.0;27.0;650.0;15.0;8.0;14.0;1.0;;9.0;5.0;4.0;;13.0;;3.0;;1.0;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;210.0
Hellevoetsluis-G0530;1;55;19.0;228.0;149.0;190.0;238.0;63.0;7.0;30.0;1.0;7.0;1.0;1.0;6.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.0
Helmond-G0794;171;282;8238.0;1299.0;91.0;117.0;106.0;119.0;148.0;11.0;1.0;9.0;116.0;;5.0;10.0;5.0;102.0;9.0;61.0;2.0;22.0;;6.0;4.0;;76.0;7.0;;46.0;;;;;;7.0;;;210.0;;;;;;;;;;;;;;;;;;617.0
Helvoirt-G0795;3;1;896.0;3.0;2.0;40.0;4.0;;;15.0;;2.0;37.0;;;;;;1.0;;;4.0;;;;;3.0;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;43.0
Hemelumer Oldephaert en Noordwolde-G1260;14;12;82.0;237.0;598.0;1181.0;33.0;151.0;3.0;35.0;3.0;6.0;;48.0;204.0;2.0;;;2.0;5.0;3.0;2.0;;2.0;;1.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;136.0
Hemmen-G1076;0;2;1.0;;28.0;41.0;1.0;;;11.0;;14.0;;1.0;;;;;;;3.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0
Hendrik-Ido-Ambacht-G0531;14;63;9.0;438.0;580.0;251.0;184.0;23.0;6.0;496.0;6.0;23.0;2.0;7.0;34.0;9.0;1.0;;14.0;4.0;2.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144.0
Hengelo-G0164;263;703;4901.0;4880.0;1018.0;733.0;935.0;1424.0;732.0;43.0;321.0;95.0;403.0;622.0;20.0;48.0;313.0;147.0;;36.0;15.0;9.0;;11.0;;13.0;;4.0;;;65.0;;;;;;;;;;;;;;;;;;;;;;;;;;750.0
Hengelo-G0248;14;30;772.0;245.0;463.0;440.0;128.0;129.0;2.0;49.0;1.0;42.0;14.0;2.0;1.0;6.0;7.0;6.0;9.0;3.0;1.0;;;5.0;;;;13.0;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;107.0
Hengstdijk-G1077;7;9;214.0;1.0;1.0;8.0;5.0;;;4.0;;1.0;;;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0
Hennaarderadeel-G0076;13;10;89.0;281.0;449.0;1123.0;100.0;221.0;8.0;13.0;2.0;9.0;;65.0;20.0;;8.0;1.0;2.0;3.0;2.0;1.0;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.0
Hensbroek-G0401;1;4;210.0;54.0;3.0;9.0;39.0;63.0;19.0;1.0;9.0;25.0;1.0;;;1.0;1.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0
Herkingen-G1078;0;15;;12.0;200.0;6.0;2.0;3.0;;158.0;;2.0;1.0;2.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.0
Herpen-G1079;9;6;745.0;7.0;4.0;2.0;;;;1.0;;4.0;;;;;;2.0;1.0;2.0;;2.0;;;;;7.0;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;62.0
Herpt-G1080;0;4;243.0;2.0;4.0;19.0;;;;;;2.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0
Herten-G0919;4;5;534.0;13.0;2.0;;;5.0;1.0;3.0;;;1.0;2.0;;51.0;1.0;14.0;;1.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Herwen en Aerdt-G0249;39;85;1624.0;286.0;81.0;42.0;41.0;50.0;9.0;5.0;;3.0;16.0;8.0;10.0;4.0;;9.0;4.0;7.0;;;;4.0;;;;1.0;;6.0;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;196.0
Herwijnen-G0250;10;13;1.0;193.0;282.0;176.0;3.0;8.0;4.0;27.0;2.0;128.0;1.0;5.0;2.0;;3.0;;16.0;3.0;;;;2.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123.0
Het Bildt-G0063;50;65;4.0;1103.0;1343.0;610.0;242.0;564.0;118.0;3.0;186.0;63.0;1.0;93.0;13.0;3.0;13.0;3.0;7.0;18.0;5.0;;;6.0;;64.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;275.0
Heteren-G0251;8;23;857.0;81.0;216.0;241.0;55.0;2.0;16.0;242.0;1.0;30.0;;6.0;6.0;1.0;;1.0;3.0;1.0;4.0;;;;;;;1.0;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;104.0
Heukelum-G0533;11;28;5.0;190.0;289.0;60.0;36.0;22.0;4.0;34.0;2.0;104.0;2.0;12.0;5.0;2.0;;;7.0;;;1.0;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0
Heumen-G0252;3;10;954.0;17.0;10.0;14.0;8.0;3.0;2.0;;;2.0;41.0;;;2.0;;4.0;;3.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;424.0
Heusden-G0797;7;22;448.0;107.0;71.0;108.0;30.0;15.0;2.0;31.0;1.0;;13.0;;19.0;2.0;;;2.0;5.0;;1.0;;2.0;2.0;;1.0;;;1.0;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;96.0
Heythuysen-G0920;9;6;1110.0;3.0;;2.0;4.0;1.0;2.0;5.0;;;17.0;1.0;1.0;4.0;;5.0;;;;;5.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;37.0
Hillegersberg-G1081;181;313;1419.0;1480.0;1661.0;1202.0;1290.0;570.0;64.0;266.0;31.0;71.0;11.0;22.0;147.0;444.0;94.0;50.0;103.0;22.0;39.0;1.0;;6.0;2.0;5.0;;2.0;;;;;;;;10.0;;;;3.0;;;;;;;;;;;;;;;;;409.0
Hillegom-G0534;49;43;2315.0;601.0;556.0;548.0;210.0;65.0;24.0;77.0;2.0;5.0;120.0;58.0;73.0;9.0;10.0;6.0;9.0;5.0;9.0;;;;7.0;3.0;;;;;;;;;;6.0;;;;1.0;;;;;;;;;;;;;;;;;320.0
Hilvarenbeek-G0798;19;5;1594.0;33.0;18.0;28.0;26.0;5.0;;20.0;;24.0;126.0;2.0;2.0;1.0;;10.0;;6.0;;1.0;;;;;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0
Hilversum-G0402;424;1043;5998.0;7063.0;4018.0;3137.0;2739.0;1596.0;548.0;766.0;297.0;46.0;740.0;287.0;96.0;796.0;700.0;27.0;;56.0;128.0;1209.0;;22.0;;;;2.0;53.0;13.0;12.0;;;;;;10.0;;;15.0;;;4.0;;;;;;;;;;;;;;1407.0
Hindeloopen-G0077;7;2;2.0;164.0;66.0;158.0;2.0;33.0;10.0;;;;1.0;15.0;8.0;;1.0;;1.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;40.0
Hoedekenskerke-G0673;8;7;373.0;13.0;77.0;109.0;26.0;7.0;;108.0;;;;3.0;;1.0;2.0;;;2.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0
Hoek-G0674;36;27;26.0;178.0;280.0;145.0;335.0;12.0;6.0;270.0;3.0;39.0;2.0;8.0;39.0;4.0;15.0;2.0;2.0;3.0;2.0;;;13.0;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.0
Hoenkoop-G0319;2;3;135.0;7.0;49.0;18.0;5.0;4.0;1.0;15.0;;14.0;;;;1.0;;1.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0
Hoensbroek-G0921;101;163;2362.0;992.0;99.0;141.0;7.0;10.0;101.0;22.0;6.0;4.0;111.0;25.0;4.0;19.0;35.0;97.0;20.0;12.0;;5.0;45.0;4.0;;3.0;;;;;;32.0;;;;;;;;;;5.0;;;;;;;;;;;;;;;129.0
Hoevelaken-G0253;5;13;35.0;85.0;86.0;188.0;12.0;;1.0;56.0;;64.0;2.0;;7.0;3.0;;;;;;;;;2.0;;;28.0;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;43.0
Hoeven-G0799;25;21;1494.0;54.0;5.0;12.0;;;2.0;25.0;;1.0;2.0;1.0;;;1.0;5.0;;;;;;;5.0;;1.0;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;75.0
Holten-G0165;26;27;27.0;309.0;329.0;873.0;68.0;188.0;6.0;14.0;2.0;59.0;4.0;86.0;1.0;3.0;11.0;1.0;;8.0;3.0;;;1.0;;3.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;123.0
Hontenisse-G0675;37;34;1996.0;34.0;24.0;58.0;52.0;10.0;6.0;46.0;1.0;15.0;9.0;1.0;3.0;1.0;2.0;12.0;1.0;2.0;2.0;;;195.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174.0
Hoofdplaat-G0676;18;9;403.0;12.0;20.0;34.0;23.0;3.0;;17.0;1.0;;;;;1.0;1.0;;;2.0;1.0;;;2.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.0
Hoogblokland-G0535;4;8;2.0;72.0;159.0;3.0;73.0;5.0;;64.0;;10.0;;;1.0;;1.0;;4.0;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0
Hooge en Lage Mierde-G0801;1;0;763.0;;;5.0;;3.0;;;;2.0;4.0;;;1.0;;5.0;22.0;2.0;;2.0;;1.0;;;;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;15.0
Hooge en Lage Zwaluwe-G0802;24;18;1128.0;168.0;198.0;554.0;19.0;13.0;1.0;83.0;;8.0;18.0;1.0;23.0;8.0;5.0;;9.0;4.0;1.0;2.0;;;1.0;;;2.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;161.0
Hoogeloon, Hapert en Casteren-G0800;1;1;1005.0;1.0;;33.0;;;1.0;;;;1.0;;;;;1.0;;;;2.0;;;;;;;;1.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;26.0
Hoogeveen-G0118;180;380;40.0;1059.0;2785.0;1218.0;138.0;325.0;21.0;132.0;8.0;30.0;7.0;67.0;21.0;14.0;11.0;;18.0;64.0;6.0;;;20.0;15.0;8.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;599.0
Hoogezand-G1083;98;246;392.0;1979.0;486.0;167.0;425.0;658.0;439.0;7.0;17.0;170.0;11.0;59.0;9.0;31.0;20.0;4.0;27.0;112.0;2.0;6.0;;7.0;;26.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;666.0
Hoogkarspel-G0403;3;14;556.0;150.0;19.0;3.0;114.0;106.0;15.0;1.0;1.0;19.0;5.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;1.0;;;;;;;;;;;;44.0
Hoogkerk-G1084;17;42;42.0;567.0;579.0;179.0;91.0;119.0;135.0;1.0;3.0;5.0;1.0;54.0;12.0;1.0;8.0;1.0;12.0;20.0;2.0;8.0;;4.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.0
Hoogland-G0320;20;24;1072.0;86.0;93.0;115.0;25.0;9.0;1.0;46.0;;63.0;17.0;5.0;1.0;3.0;1.0;2.0;6.0;1.0;;;;1.0;;2.0;;26.0;;;3.0;;;;1.0;;;;;;;;;;1.0;;5.0;;;;;;;;;;68.0
