div;seats;layout;orientation;ratio;cx;cy
A01;4;Regular;;;131.371;126.712
A02;5;Regular;R;;130.388;180.759
A03;12;Regular;;;208.019;167.002
A04;5;Regular;;;122.134;90.747
A05;8;Regular;;;78.307;172.701
A06;9;Regular;;;184.239;112.955
A07;9;Regular;;;154.758;238.344
A08;12;Regular;;;231.407;238.933
A09;9;Regular;;;65.729;103.325
